,Unnamed: 0,기관,시군구,주소,지역
42,12.0,성림노인요양원,대구광역시 수성구,대구 수성구 사월동9번지,대구
43,13.0,성림아동원,대구광역시 수성구,대구 수성구 사월동9번지,대구
44,14.0,(사)달구벌복지회 달구벌노인복지센터,대구광역시 수성구,대구광역시 수성구 신매동 고산로4안길59 203호,대구
45,0.0,수성구정신건강복지센터,대구광역시 수성구,대구 수성구 중동335-2번지 수성구보건소별관4층,대구
46,1.0,사회복지법인 서정길대주교재단 수지의집,대구광역시 수성구,대구 수성구 범어3동5-1번지,대구
47,2.0,한빛지역아동센터,대구광역시 수성구,대구 수성구 만촌동981-9,대구
48,3.0,동대구요양원,대구광역시 수성구,대구 수성구 만촌동426-6,대구
49,4.0,(재)천주성삼성직수도회 천주성삼요양원,대구광역시 수성구,대구 수성구 신매동567-8 천주성삼요양원,대구
50,5.0,강촌공부방지역아동센터,대구광역시 수성구,대구 수성구 파동110-54,대구
51,6.0,(사)대구안전생활실천시민연합,대구광역시 수성구,대구 수성구 만촌1동1330-5번지 청운빌딩2층,대구
52,7.0,대구노인복지센터,대구광역시 수성구,대구 수성구 황금동478-4번지,대구
53,8.0,사회복지법인 수성베네스트,대구광역시 수성구,대구 수성구 수성동1가423-3번지 3층,대구
54,9.0,월드비전(대구경북지부),대구광역시 수성구,대구 수성구 범물동1283번지,대구
55,10.0,화성재가노인복지센터,대구광역시 수성구,대구 수성구 상동576-6,대구
56,11.0,코레고스(coregos),대구광역시 수성구,충청남도 천안시 동남구 충절로14 현대빌딩 811호,대구
57,12.0,의료법인정목의료재단 한패밀리병원,대구광역시 수성구,대구 수성구 지산동동대구로12,대구
58,13.0,(사)대구광역시지체장애인협회  수성구지회,대구광역시 수성구,대구 수성구 만촌2동 978-10번지,대구
59,14.0,화성전문요양원,대구광역시 수성구,대구광역시 수성구 상동667-40 화성전문요양원,대구
60,0.0,하담노인복지센터,대구광역시 수성구,대구 수성구 지산1동 1278-2,대구
61,1.0,대구신망애원,대구광역시 수성구,대구 수성구 중동 316번지,대구
62,2.0,봄의집,대구광역시 수성구,대구 수성구 두산동 58번지,대구
63,3.0,(주)대구은행,대구광역시 수성구,대구광역시 북구 옥산로 111 (칠성동2가)8층 사회공헌부,대구
64,4.0,대구시지노인병원 재가노인지원센터,대구광역시 수성구,"대구광역시 수성구 신매동 달구벌대로647길7 , 올리브카운티 A동 203호(신매동279-1)",대구
65,5.0,사회복지법인화성양로원,대구광역시 수성구,대구광역시 수성구 신천동로 73 (상동)화성복지재단 화성양로원,대구
66,6.0,청곡종합사회복지관,대구광역시 수성구,대구 수성구 노변동161-4,대구
67,7.0,홀트대구종합사회복지관,대구광역시 수성구,대구 수성구 범어1동 238-50,대구
68,8.0,대구장애인종합복지관,대구광역시 수성구,대구 수성구 파동로51길 26-17 (파동)26-17,대구
69,9.0,인제요양원,대구광역시 수성구,대구 수성구 신천동로84길 21 (수성동4가) 1225-2,대구
70,10.0,애망장애영아원,대구광역시 수성구,대구 수성구 파동로51길 56 (파동)애망장애영아원,대구
71,11.0,애망요양원,대구광역시 수성구,대구 수성구 파동 13번지,대구
72,12.0,대구광역시시지노인전문병원,대구광역시 수성구,대구 수성구 유니버시아드로 365 (욱수동)1층 치매예방관리센터,대구
73,13.0,대구광역시노인종합복지관,대구광역시 수성구,대구 수성구 황금동 478-4번지,대구
74,14.0,드림나래,대구광역시 수성구,대구광역시 수성구 파동로51길 74 (파동)드림나래,대구
75,0.0,지산종합사회복지관,대구광역시 수성구,"대구광역시 수성구 지산동 용학로325 (지산동, 지산종합사회복지관)",대구
76,1.0,황금종합사회복지관,대구광역시 수성구,대구광역시 수성구 황금동 청수로45길41,대구
77,2.0,범물종합사회복지관,대구광역시 수성구,"대구광역시 수성구 범안로 79 (범물동, 범물용지아파트)범물종합사회복지관",대구
0,0.0,도원노인복지센터,대구광역시 달서구,대구 달서구 월곡로35길 82 (상인동)2층,대구
1,1.0,행복울타리,대구광역시 달서구,대구 달성군 화원읍 성화로 201층,대구
2,2.0,달서구성서장애인주간보호센터,대구광역시 달서구,"대구 달서구 신당로 56 (신당동, 성서주공1단지아파트)성서주공1단지 내 관리동 3층",대구
3,3.0,여성장애인보호작업장,대구광역시 달서구,대구 달서구 와룡로5길 11 (본동)여성장애인보호작업장,대구
4,4.0,성당효요양원,대구광역시 달서구,"대구 달서구 성당로 195 (성당동)6,7층",대구
5,5.0,대구다운보호작업장,대구광역시 달서구,대구 달서구 와룡로58길 39 (죽전동)대구다운보호작업장,대구
6,6.0,백향목장애인주간보호센터,대구광역시 달서구,대구 달서구 월배로85길 23 (송현동)백향목장애인주간보호센터,대구
7,7.0,한독요양원2,대구광역시 달서구,대구 달서구 명덕로 10 (두류동)한독요양원2,대구
8,8.0,한독요양원1,대구광역시 달서구,대구 달서구 명덕로 10 (두류동)한독요양원1,대구
9,9.0,세강병원,대구광역시 달서구,대구광역시 달서구 구마로 220 (송현동)세강병원,대구
10,10.0,성서이주노동자센터,대구광역시 달서구,대구광역시 달서구 성서로72길 5 (이곡동)4층,대구
11,11.0,예수사랑재가노인복지센터,대구광역시 달서구,대구광역시 달서구 두류공원로28길 31 (성당동)예수사랑재가노인복지센터,대구
12,12.0,한국법무보호복지공단 대구지부,대구광역시 달서구,대구광역시 달서구 성서동로 325 (이곡동)한국법무보호복지공단 대구경북지부,대구
13,13.0,카리타스노인복지센터,대구광역시 달서구,대구광역시 달서구 장기로 264 (장기동)2층 카리타스노인복지센터,대구
14,14.0,대경실버타운2,대구광역시 달서구,대구광역시 달서구 학산로50길 51 (송현동)대경실버타운2,대구
15,0.0,대구서부중독관리통합지원센터,대구광역시 달서구,대구광역시 달서구 학산로 50 (월성동)대구서부중독관리통합지원센터,대구
16,1.0,성남지역아동센터,대구광역시 달서구,대구광역시 달서구 두류남길 88 (두류동),대구
17,2.0,나누리장애인주간보호센터,대구광역시 달서구,대구 달서구 성서로72길 53-8 (이곡동)53-8,대구
18,3.0,다온지역아동센터,대구광역시 달서구,대구광역시 달서구 상인동 상인서로10길40 2층,대구
19,4.0,월배노인복지센터,대구광역시 달서구,대구광역시 달서구 월성동 조암남로20길48,대구
20,5.0,송현지역아동센터,대구광역시 달서구,대구광역시 달서구 송현동 송현로8길60,대구
21,6.0,효제 가족부부 심리상담센터,대구광역시 달서구,대구광역시 달서구 감삼동 달구벌대로1635,대구
22,7.0,성당노인복지센터,대구광역시 달서구,대구광역시 달서구 성당동 대명천로38-1 2층,대구
23,8.0,행복누리보호작업장,대구광역시 달서구,대구광역시 달서구 월암동 성서서로19길36,대구
24,9.0,본리지역아동센터,대구광역시 달서구,대구광역시 달서구 본리동 와룡로15길91,대구
25,10.0,월성지역아동센터,대구광역시 달서구,대구광역시 달서구 본동 구마로14남길60 2층,대구
26,11.0,성서노인종합복지관,대구광역시 달서구,대구광역시 달서구 용산동505-4,대구
27,12.0,열린지역아동센터,대구광역시 달서구,대구광역시 달서구 감삼동 감삼남3길21 1층,대구
28,13.0,성서상록수노인복지센터,대구광역시 달서구,대구광역시 달서구 장기동 문화회관3길 25성서상록수노인복지센터,대구
29,14.0,대구예수마을노인요양원,대구광역시 달서구,대구광역시 달서구 성당동 두류공원로28길31,대구
30,0.0,본리종합사회복지관,대구광역시 달서구,대구 달서구 당산로 37-14 (본리동)본리종합사회복지관,대구
31,1.0,대구달서행복지역자활센터,대구광역시 달서구,대구광역시 달서구 상인동 상화로 373비둘기아파트2단지 내,대구
32,2.0,대구광역시남부아동보호전문기관,대구광역시 달서구,대구광역시 달서구 송현동 월배로319 2층,대구
33,3.0,구세군남대구지역아동센터,대구광역시 달서구,대구광역시 달서구 진천동  829-8번지 3층,대구
34,4.0,달서지역아동센터,대구광역시 달서구,대구광역시 달서구 송현동 학산로176(2층),대구
35,5.0,상록수기억학교,대구광역시 달서구,대구광역시 달서구 월곡로99길 45 (월성동)5층,대구
36,6.0,다솜호산지역아동센터,대구광역시 달서구,대구광역시 달서구 호산동로35북길 107 (호산동)다솜호산지역아동센터 (2층),대구
37,7.0,와룡성심지역아동센터,대구광역시 달서구,대구광역시 달서구 신당동  243번지,대구
38,8.0,달서구다문화가족지원센터,대구광역시 달서구,대구 달서구 야외음악당로13길 60 (성당동)달서구건강가정다문화가족지원센터,대구
39,9.0,본영지역아동센터,대구광역시 달서구,대구광역시 달서구 본동  891-2번지 3층,대구
40,10.0,달서구건강가정지원센터,대구광역시 달서구,대구 달서구 야외음악당로13길 60 (성당동)1층 달서구건강가정다문화가족지원센터,대구
41,11.0,다사랑지역아동센터,대구광역시 달서구,"대구광역시 달서구 월배로32안길 61 (진천동, 귀빈아파트)귀빈상가 1동 203호 2층",대구
42,12.0,열방지역아동센터,대구광역시 달서구,대구광역시 달서구 상인2동  583-126번지,대구
43,13.0,달서구노인복지센터,대구광역시 달서구,대구광역시 달서구 본동  804-2번지,대구
44,14.0,도원동지역아동센터,대구광역시 달서구,대구광역시 달서구 도원동  1433-5번지,대구
45,0.0,카리타스달서구보금자리,대구광역시 달서구,대구광역시 달서구 용산1동  921-7번지,대구
46,1.0,예은장애인주간보호센터,대구광역시 달서구,대구광역시 달서구 월배로68안길 7 (송현동)1층,대구
47,2.0,대한교육문화원지역아동센터,대구광역시 달서구,대구광역시 달서구 감삼길 142 (감삼동),대구
48,3.0,열매지역아동센터,대구광역시 달서구,"대구광역시 달서구 본동  학산로 133, 3층",대구
49,4.0,자용모자복지관,대구광역시 달서구,대구 달서구 달구벌대로301길 186 (용산동)855-1번지,대구
50,5.0,한국교통장애인협회대구시지부달서구지회,대구광역시 달서구,대구 달서구 이곡2동 535-4번지,대구
51,6.0,로뎀나무지역아동센터,대구광역시 달서구,대구 달서구 신당동 1723-7번지 3층,대구
52,7.0,용산지역아동센터,대구광역시 달서구,대구 달서구 용산로 198 (용산동)2층,대구
53,8.0,상인지역아동센터,대구광역시 달서구,대구 달서구 상인3동 1578-3번지 2층,대구
54,9.0,대구YWCA노인복지센터,대구광역시 달서구,대구 달서구 이곡1동 1338-6번지,대구
55,10.0,소금과빛청소년다문화센타,대구광역시 달서구,대구 달서구 이곡동 1000-149번지,대구
56,11.0,우리글터지역아동센터,대구광역시 달서구,대구 남구 대명4동 3028-58번지 1층,대구
57,12.0,누리글터지역아동센터,대구광역시 달서구,대구 달서구 두류1동 1218-6번지 2층,대구
58,13.0,상록수실버타운,대구광역시 달서구,대구 달서구 문화회관3길 25 (장기동) 상록수실버타운,대구
59,14.0,섬들,대구광역시 달서구,"대구광역시 달서구 장기동5번지 오성빌딩 2,3층",대구
60,0.0,송현노인요양원,대구광역시 달서구,대구 달서구 송현1동 380-2번지,대구
61,1.0,상록수노인종합복지센터,대구광역시 달서구,대구 달서구 송현1동 380-2번지,대구
62,2.0,성당노인종합센터,대구광역시 달서구,대구 달서구 대명천로10길 3 (성당동)(성당동 339번지),대구
